make,model,model_year,range_mi,recharge_time,vehicle_class
Kia,"EV6 Long Range AWD (19"" Wheels)",2023,282.0702,8.4,Station wagon: Small
Kia,"EV6 Long Range AWD (20"" Wheels)",2023,252.24779999999998,8.4,Station wagon: Small
Kia,EV6 GT AWD,2023,206.27159999999998,8.9,Station wagon: Small
Kia,Niro EV,2023,252.86909999999997,7.5,Station wagon: Small
Kia,Soul EV (120 Ah),2023,154.08239999999998,6.0,Station wagon: Small
Kia,Soul EV (180 Ah),2023,237.9579,9.5,Station wagon: Small
Lexus,"RZ 450e AWD (18"" Wheels)",2023,219.94019999999998,10.0,Sport utility vehicle: Small
Lexus,"RZ 450e AWD (20"" Wheels)",2023,195.7095,10.0,Sport utility vehicle: Small
Lucid,"Air Grand Touring XR (19"" Wheels)",2023,515.679,13.0,Full-size
Lucid,"Air Grand Touring XR (20"" Wheels)",2023,469.08149999999995,13.0,Full-size
Lucid,"Air Grand Touring XR (21"" Wheels)",2023,469.08149999999995,13.0,Full-size
Lucid,"Air Grand Touring Performance (21"" Wheels)",2023,446.0934,13.0,Full-size
Lucid,"Air Pure (19"" Wheels)",2023,410.058,10.0,Full-size
Lucid,"Air Pure (20"" Wheels)",2023,383.9634,10.0,Full-size
Lucid,"Air Touring (19"" Wheels)",2023,424.9692,10.0,Full-size
Lucid,"Air Touring (20"" Wheels)",2023,383.9634,10.0,Full-size
Lucid,"Air Touring (21"" Wheels)",2023,383.9634,10.0,Full-size
Mazda,MX-30,2023,100.02929999999999,5.3,Mid-size
Mercedes-Benz,AMG EQE 4MATIC+ Sedan,2023,224.9106,9.5,Mid-size
Mercedes-Benz,AMG EQS 4MATIC+ Sedan,2023,277.09979999999996,11.25,Full-size
Mercedes-Benz,EQB 250+,2023,244.79219999999998,7.75,Sport utility vehicle: Small
Mercedes-Benz,EQB 350 4MATIC SUV,2023,221.1828,6.25,Sport utility vehicle: Small
Mercedes-Benz,EQE 350 4MATIC Sedan,2023,259.7034,8.25,Mid-size
Mercedes-Benz,EQE 350 4MATIC SUV,2023,252.86909999999997,9.5,Sport utility vehicle: Standard
Mercedes-Benz,EQE 500 4MATIC Sedan,2023,259.7034,9.5,Mid-size
Mercedes-Benz,EQE 500 4MATIC SUV,2023,269.0229,9.5,Sport utility vehicle: Standard
Mercedes-Benz,EQS 450 4MATIC Sedan,2023,339.8511,11.5,Full-size
Mercedes-Benz,EQS 450 4MATIC SUV,2023,285.1767,11.5,Sport utility vehicle: Standard
Mercedes-Benz,EQS 580 4MATIC Sedan,2023,339.8511,11.25,Full-size
Mercedes-Benz,EQS 580 4MATIC SUV,2023,285.1767,11.5,Sport utility vehicle: Standard
MINI,Cooper SE 3 Door,2023,113.69789999999999,4.0,Subcompact
Polestar,2 Single Motor,2023,270.2655,8.0,Mid-size
Polestar,2 Dual Motor,2023,259.7034,8.0,Mid-size
Polestar,2 Dual Motor Performance Pack,2023,259.7034,8.0,Mid-size
Polestar,2 BST Edition,2023,246.65609999999998,8.0,Mid-size
Porsche,Taycan 4S (Performance Battery),2023,206.27159999999998,9.5,Compact
Porsche,Taycan 4S (Performance Battery Plus),2023,234.85139999999998,10.5,Compact
Porsche,Taycan 4S Cross Turismo,2023,229.881,10.5,Mid-size
Porsche,Taycan GTS,2023,246.0348,10.5,Compact
Porsche,Taycan GTS Sport Turismo,2023,200.05859999999998,10.5,Compact
Porsche,Taycan Turbo,2023,237.9579,10.5,Compact
Porsche,Taycan Turbo Cross Turismo,2023,232.98749999999998,10.5,Mid-size
Porsche,Taycan Turbo S,2023,221.80409999999998,10.5,Compact
Porsche,Taycan Turbo S Cross Turismo,2023,221.80409999999998,10.5,Mid-size
Rivian,"R1S (20"" Wheels)",2023,288.9045,13.0,Sport utility vehicle: Standard
Rivian,"R1S (20"" Wheels) All-Terrain",2023,273.9933,13.0,Sport utility vehicle: Standard
Rivian,"R1S (20"" Wheels) AT Dual Large",2023,306.9222,13.0,Sport utility vehicle: Standard
Rivian,"R1S (20"" Wheels) AT Performance Dual Large",2023,306.9222,13.0,Sport utility vehicle: Standard
Rivian,"R1S (20"" Wheels) AT Dual Max",2023,354.7623,13.0,Sport utility vehicle: Standard
Rivian,"R1S (20"" Wheels) AT Performance Dual Max",2023,354.7623,13.0,Sport utility vehicle: Standard
Rivian,"R1S (21"" Wheels)",2023,321.21209999999996,13.0,Sport utility vehicle: Standard
Rivian,"R1S (21"" Wheels) Dual Large",2023,351.6558,13.0,Sport utility vehicle: Standard
Rivian,"R1S (21"" Wheels) Performance Dual Large",2023,351.6558,13.0,Sport utility vehicle: Standard
Rivian,"R1S (21"" Wheels) Dual Max",2023,400.11719999999997,13.0,Sport utility vehicle: Standard
Rivian,"R1S (21"" Wheels) Performance Dual Max",2023,400.11719999999997,13.0,Sport utility vehicle: Standard
Rivian,"R1S (22"" Wheels)",2023,303.1944,13.0,Sport utility vehicle: Standard
Rivian,"R1S (22"" Wheels) Dual Large",2023,341.09369999999996,13.0,Sport utility vehicle: Standard
Rivian,"R1S (22"" Wheels) Performance Dual Large",2023,341.09369999999996,13.0,Sport utility vehicle: Standard
Rivian,"R1S (22"" Wheels) Dual Max",2023,380.2356,13.0,Sport utility vehicle: Standard
Rivian,"R1S (22"" Wheels) Performance Dual Max",2023,380.2356,13.0,Sport utility vehicle: Standard
Rivian,"R1T (20"" Wheels)",2023,288.9045,13.0,Pickup truck: Standard
Rivian,"R1T (20"" Wheels) All-Terrain",2023,273.9933,13.0,Pickup truck: Standard
Rivian,"R1T (20"" Wheels) AT Dual Large",2023,306.9222,13.0,Pickup truck: Standard
Rivian,"R1T (20"" Wheels) AT Performance Dual Large",2023,306.9222,13.0,Pickup truck: Standard
Rivian,"R1T (20"" Wheels) AT Dual Max",2023,354.7623,13.0,Pickup truck: Standard
Rivian,"R1T (20"" Wheels) AT Performance Dual Max",2023,354.7623,13.0,Pickup truck: Standard
Rivian,"R1T (21"" Wheels)",2023,328.0464,13.0,Pickup truck: Standard
Rivian,"R1T (21"" Wheels) Dual Large",2023,351.6558,13.0,Pickup truck: Standard
Rivian,"R1T (21"" Wheels) Performance Dual Large",2023,351.6558,13.0,Pickup truck: Standard
Rivian,"R1T (21"" Wheels) Dual Max",2023,410.67929999999996,13.0,Pickup truck: Standard
Rivian,"R1T (21"" Wheels) Performance Dual Max",2023,410.67929999999996,13.0,Pickup truck: Standard
Rivian,"R1T (22"" Wheels)",2023,303.1944,13.0,Pickup truck: Standard
Rivian,"R1T (22"" Wheels) Dual Large",2023,341.09369999999996,13.0,Pickup truck: Standard
Rivian,"R1T (22"" Wheels) Performance Dual Large",2023,341.09369999999996,13.0,Pickup truck: Standard
Rivian,"R1T (22"" Wheels) Dual Max",2023,380.2356,13.0,Pickup truck: Standard
Rivian,"R1T (22"" Wheels) Performance Dual Max",2023,380.2356,13.0,Pickup truck: Standard
Tesla,Model 3 RWD,2023,272.1294,8.5,Mid-size
Tesla,Model 3 Long Range AWD (pre-1/10/23),2023,357.86879999999996,10.0,Mid-size
Tesla,Model 3 Long Range AWD,2023,333.0168,10.0,Mid-size
Tesla,Model 3 Long Range AWD (Import),2023,331.7742,10.0,Mid-size
Tesla,Model 3 Performance,2023,314.9991,10.0,Mid-size
Tesla,Model S,2023,405.08759999999995,15.0,Full-size
Tesla,"Model S Plaid (19"" Wheels)",2023,395.7681,15.0,Full-size
Tesla,"Model S Plaid (21"" Wheels)",2023,347.928,15.0,Full-size
Tesla,Model X,2023,347.928,14.0,Sport utility vehicle: Standard
Tesla,"Model X Plaid (20"" Wheels)",2023,333.0168,14.0,Sport utility vehicle: Standard
Tesla,"Model X Plaid (22"" Wheels)",2023,310.65,14.0,Sport utility vehicle: Standard
Tesla,Model Y RWD,2023,244.79219999999998,8.0,Sport utility vehicle: Small
Tesla,Model Y AWD,2023,278.96369999999996,9.0,Sport utility vehicle: Small
Tesla,Model Y Long Range AWD,2023,329.9103,10.0,Sport utility vehicle: Small
Tesla,Model Y Long Range AWD (Import),2023,308.7861,10.0,Sport utility vehicle: Small
Tesla,Model Y Performance,2023,303.1944,10.0,Sport utility vehicle: Small
Tesla,Model Y Performance (Import),2023,285.1767,10.0,Sport utility vehicle: Small
Toyota,bZ4X,2023,252.24779999999998,11.0,Sport utility vehicle: Small
Toyota,bZ4X AWD,2023,228.0171,11.0,Sport utility vehicle: Small
VinFast,VF8 ECO,2023,264.0525,12.0,Sport utility vehicle: Standard
VinFast,VF8 PLUS,2023,219.94019999999998,12.0,Sport utility vehicle: Standard
VinFast,VF8 PLUS Performance,2023,242.92829999999998,12.0,Sport utility vehicle: Standard
Volkswagen,ID.4,2023,208.7568,6.0,Sport utility vehicle: Small
Volkswagen,ID.4 Pro,2023,275.23589999999996,7.5,Sport utility vehicle: Small
Volkswagen,ID.4 AWD Pro,2023,254.73299999999998,7.5,Sport utility vehicle: Small
Volvo,C40 Recharge Twin,2023,226.1532,8.0,Sport utility vehicle: Small
Volvo,XC40 Recharge Twin,2023,223.0467,8.0,Sport utility vehicle: Small
Acura,ZDX A-SPEC AWD,2024,303.8157,11.0,Sport utility vehicle: Standard
Acura,ZDX Type S AWD,2024,277.7211,11.0,Sport utility vehicle: Standard
Audi,e-tron GT,2024,247.8987,10.5,Compact
Audi,RS e-tron GT,2024,247.8987,10.5,Compact
Audi,Q4 45 e-tron,2024,287.6619,12.0,Sport utility vehicle: Small
Audi,Q4 50 e-tron,2024,236.094,9.0,Sport utility vehicle: Small
Audi,Q4 Sportback 50 e-tron,2024,241.6857,9.0,Sport utility vehicle: Small
Audi,Q4 55 e-tron,2024,257.8395,12.0,Sport utility vehicle: Small
Audi,Q4 Sportback 55 e-tron,2024,257.8395,12.0,Sport utility vehicle: Small
Audi,Q8 e-tron,2024,285.1767,16.0,Sport utility vehicle: Standard
Audi,Q8 Sportback e-tron,2024,295.73879999999997,16.0,Sport utility vehicle: Standard
Audi,"SQ8 e-tron (20"" Wheels)",2024,254.11169999999998,16.0,Sport utility vehicle: Standard
Audi,"SQ8 e-tron (21"" or 22"" Wheels)",2024,218.07629999999997,16.0,Sport utility vehicle: Standard
Audi,"SQ8 Sportback e-tron (20"" Wheels)",2024,254.11169999999998,16.0,Sport utility vehicle: Standard
Audi,"SQ8 Sportback e-tron (21"" or 22"" Wheels)",2024,218.07629999999997,16.0,Sport utility vehicle: Standard
BMW,"i4 eDrive35 Gran Coupe (18"" Wheels)",2024,275.8572,7.0,Subcompact
BMW,"i4 eDrive35 Gran Coupe (19"" Wheels)",2024,252.24779999999998,7.0,Subcompact
BMW,"i4 eDrive40 Gran Coupe (18"" Wheels)",2024,300.7092,8.0,Subcompact
BMW,"i4 eDrive40 Gran Coupe (19"" Wheels)",2024,282.69149999999996,8.0,Subcompact
BMW,"i4 xDrive40 Gran Coupe (18"" Wheels)",2024,306.9222,8.0,Subcompact
BMW,"i4 xDrive40 Gran Coupe (19"" Wheels)",2024,278.96369999999996,8.0,Subcompact
BMW,"i4 M50 Gran Coupe (19"" Wheels)",2024,269.0229,8.0,Subcompact
BMW,"i4 M50 Gran Coupe (20"" Wheels)",2024,226.7745,8.0,Subcompact
BMW,"i5 M60 Sedan (19"" Wheels)",2024,255.9756,8.0,Compact
BMW,"i5 M60 Sedan (20"" Wheels)",2024,247.8987,8.0,Compact
BMW,"i5 M60 Sedan (21"" Wheels)",2024,239.8218,8.0,Compact
BMW,"i7 xDrive60 Sedan (19"" Wheels)",2024,316.863,11.0,Full-size
BMW,"i7 xDrive60 Sedan (20"" Wheels)",2024,298.224,11.0,Full-size
BMW,"i7 xDrive60 Sedan (21"" Wheels)",2024,306.9222,11.0,Full-size
BMW,"i7 M70 xDrive Sedan (20"" Wheels)",2024,273.9933,11.0,Full-size
BMW,"i7 M70 xDrive Sedan (21"" Wheels)",2024,290.7684,11.0,Full-size
BMW,"iX xDrive40 (20"" Wheels) ",2024,218.07629999999997,8.0,Sport utility vehicle: Standard
BMW,"iX xDrive40 (21"" Wheels) ",2024,214.9698,8.0,Sport utility vehicle: Standard
BMW,"iX xDrive40 (22"" Wheels) ",2024,221.1828,8.0,Sport utility vehicle: Standard
BMW,"iX xDrive50 (20"" Wheels) ",2024,310.65,11.0,Sport utility vehicle: Standard
BMW,"iX xDrive50 (21"" Wheels)",2024,306.9222,11.0,Sport utility vehicle: Standard
BMW,"iX xDrive50 (22"" Wheels) ",2024,305.0583,11.0,Sport utility vehicle: Standard
BMW,"iX M60 (21"" Wheels)",2024,295.73879999999997,11.0,Sport utility vehicle: Standard
BMW,"iX M60 (22"" Wheels)",2024,295.73879999999997,11.0,Sport utility vehicle: Standard
Cadillac,LYRIQ (11.5 kW Charger),2024,313.75649999999996,10.7,Sport utility vehicle: Small
Cadillac,LYRIQ (19.2 kW Charger),2024,313.75649999999996,6.7,Sport utility vehicle: Small
Cadillac,LYRIQ AWD (11.5 kW Charger),2024,306.9222,10.7,Sport utility vehicle: Small
Cadillac,LYRIQ AWD (19.2 kW Charger),2024,306.9222,6.7,Sport utility vehicle: Small
Chevrolet,Blazer EV RS,2024,323.6973,11.0,Sport utility vehicle: Small
Chevrolet,Blazer EV 2LT/RS AWD,2024,278.96369999999996,9.5,Sport utility vehicle: Small
Chevrolet,Equinox EV,2024,318.7269,9.4,Sport utility vehicle: Small
Chevrolet,Equinox EV AWD,2024,285.1767,9.5,Sport utility vehicle: Small
Chevrolet,Silverado EV 3WT,2024,392.66159999999996,11.0,Pickup truck: Standard
Chevrolet,Silverado EV 4WT,2024,449.8212,12.7,Pickup truck: Standard
Dodge,"Charger Daytona R/T AWD 2Dr (18"" Nexen Tire)",2024,273.9933,10.0,Full-size
Dodge,"Charger Daytona R/T AWD 2Dr (20"" Nexen Tire)",2024,308.16479999999996,10.0,Full-size
Dodge,"Charger Daytona R/T AWD 2Dr (20"" Goodyear Tire)",2024,267.7803,10.0,Full-size
Dodge,Charger Daytona Scat Pack Trk Pack AWD 2Dr AS Tire,2024,241.06439999999998,10.0,Full-size
Dodge,Charger Daytona Scat Pack Trk Pack AWD 2Dr 3S Tire,2024,216.21239999999997,10.0,Full-size
FIAT,500e,2024,141.0351,6.2,Minicompact
Fisker,"Ocean Extreme (20"" Wheels)",2024,359.73269999999997,18.0,Sport utility vehicle: Standard
Fisker,"Ocean Extreme (22"" Wheels)",2024,336.1233,18.0,Sport utility vehicle: Standard
Fisker,"Ocean Sport (20"" Wheels)",2024,231.12359999999998,12.0,Sport utility vehicle: Standard
Fisker,"Ocean Sport (22"" Wheels)",2024,193.8456,12.0,Sport utility vehicle: Standard
Fisker,"Ocean Ultra (20"" Wheels)",2024,349.7919,18.0,Sport utility vehicle: Standard
Fisker,"Ocean Ultra (22"" Wheels)",2024,326.1825,18.0,Sport utility vehicle: Standard
Ford,F-150 Lightning Standard Range,2024,239.8218,11.9,Pickup truck: Standard
Ford,F-150 Lightning Extended Range,2024,319.9695,14.6,Pickup truck: Standard
Ford,F-150 Lightning Platinum,2024,300.0879,14.6,Pickup truck: Standard
Ford,F-150 Lightning Pro,2024,319.9695,10.1,Pickup truck: Standard
Ford,Mustang Mach-E Standard Range,2024,249.7626,7.1,Sport utility vehicle: Small
Ford,Mustang Mach-E Standard Range AWD,2024,229.881,7.5,Sport utility vehicle: Small
Ford,Mustang Mach-E Extended Range,2024,319.9695,10.1,Sport utility vehicle: Small
Ford,Mustang Mach-E Extended Range AWD,2024,300.0879,10.0,Sport utility vehicle: Small
Ford,Mustang Mach-E GT,2024,280.2063,9.9,Sport utility vehicle: Small
Ford,Mustang Mach-E Rally,2024,264.67379999999997,10.2,Sport utility vehicle: Small
Genesis,Electrified G80,2024,282.0702,9.0,Full-size
Genesis,GV60 Advanced AWD,2024,247.8987,7.2,Sport utility vehicle: Small
Genesis,GV60 Performance AWD,2024,234.85139999999998,7.2,Sport utility vehicle: Small
Genesis,Electrified GV70,2024,236.094,7.9,Sport utility vehicle: Small
GMC,HUMMER EV2X Pickup,2024,310.65,10.5,Pickup truck: Standard
GMC,HUMMER EV2X Pickup Mud Terrain Tire,2024,278.96369999999996,10.5,Pickup truck: Standard
GMC,HUMMER EV2X SUV,2024,303.1944,10.5,Sport utility vehicle: Standard
GMC,HUMMER EV2X SUV Mud Terrain Tire,2024,278.96369999999996,10.5,Sport utility vehicle: Standard
GMC,HUMMER EV3X SUV,2024,313.75649999999996,10.5,Sport utility vehicle: Standard
GMC,HUMMER EV3X SUV Mud Terrain Tire,2024,298.224,10.5,Sport utility vehicle: Standard
Honda,Prologue EX AWD,2024,280.82759999999996,9.5,Sport utility vehicle: Standard
Honda,Prologue EX-L AWD,2024,280.82759999999996,9.5,Sport utility vehicle: Standard
Honda,Prologue Touring AWD,2024,272.7507,9.5,Sport utility vehicle: Standard
Hyundai,IONIQ 5 Long Range,2024,303.1944,8.5,Sport utility vehicle: Small
Hyundai,IONIQ 5 Long Range AWD,2024,254.73299999999998,8.5,Sport utility vehicle: Small
Hyundai,IONIQ 6 Long Range (18'' Wheels),2024,360.9753,7.5,Mid-size
Hyundai,IONIQ 6 Long Range (20'' Wheels),2024,305.0583,7.5,Mid-size
Hyundai,IONIQ 6 Long Range AWD (18'' Wheels),2024,316.2417,7.5,Mid-size
Hyundai,IONIQ 6 Long Range AWD (20'' Wheels),2024,270.2655,7.5,Mid-size
Hyundai,Kona Electric Long Range,2024,260.94599999999997,6.1,Sport utility vehicle: Small
Jaguar,I-PACE,2024,236.71529999999998,13.0,Sport utility vehicle: Small
Jeep,Wagoneer S AWD (Falken Tire),2024,303.1944,10.0,Sport utility vehicle: Standard
Jeep,Wagoneer S AWD (Pirelli Tire),2024,270.2655,10.0,Sport utility vehicle: Standard
Kia,EV6 Wind,2024,310.02869999999996,8.7,Sport utility vehicle: Small
Kia,"EV6 Land AWD (19"" Wheels)",2024,282.0702,8.4,Sport utility vehicle: Small
Kia,"EV6 Land AWD (20"" Wheels)",2024,252.24779999999998,8.4,Sport utility vehicle: Small
Kia,EV6 GT AWD,2024,218.07629999999997,7.7,Sport utility vehicle: Small
Kia,EV9 Light,2024,229.881,11.4,Sport utility vehicle: Standard
Kia,EV9 Wind,2024,303.8157,15.2,Sport utility vehicle: Standard
Kia,EV9 Land AWD,2024,280.2063,14.5,Sport utility vehicle: Standard
Kia,EV9 Land AWD GT-Line,2024,270.2655,15.2,Sport utility vehicle: Standard
Kia,Niro EV,2024,252.86909999999997,7.5,Sport utility vehicle: Small
Lexus,"RZ 450e AWD (18"" Wheels)",2024,219.94019999999998,10.0,Sport utility vehicle: Small
Lexus,"RZ 450e AWD (20"" Wheels)",2024,195.7095,10.0,Sport utility vehicle: Small
Lucid,"Air Grand Touring XR AWD (19"" Wheels)",2024,516.9216,13.0,Full-size
Lucid,"Air Grand Touring XR AWD (20"" Wheels)",2024,485.85659999999996,13.0,Full-size
Lucid,"Air Grand Touring XR AWD (21"" Wheels)",2024,451.06379999999996,13.0,Full-size
Lucid,"Air Pure (19"" Wheels)",2024,418.7562,10.0,Full-size
Lucid,"Air Pure (20"" Wheels)",2024,393.9042,10.0,Full-size
Lucid,Air Sapphire AWD,2024,426.8331,13.0,Full-size
Lucid,"Air Touring AWD (19"" Wheels)",2024,410.67929999999996,10.0,Full-size
Lucid,"Air Touring AWD (20"" Wheels)",2024,382.0995,10.0,Full-size
Lucid,"Air Touring AWD (21"" Wheels)",2024,364.7031,10.0,Full-size
Mazda,MX-30,2024,100.02929999999999,5.3,Mid-size
Mercedes-Benz,AMG EQE 4MATIC+ Sedan,2024,229.881,10.5,Mid-size
Mercedes-Benz,AMG EQE 4MATIC+ SUV,2024,234.85139999999998,9.5,Sport utility vehicle: Standard
Mercedes-Benz,AMG EQS 4MATIC+ Sedan,2024,300.0879,11.25,Full-size
Mercedes-Benz,EQB 250+,2024,223.0467,7.25,Sport utility vehicle: Small
Mercedes-Benz,EQB 300 4MATIC,2024,205.029,6.75,Sport utility vehicle: Small
Mercedes-Benz,EQE 350 4MATIC Sedan,2024,280.2063,9.5,Mid-size
Mercedes-Benz,EQE 350 4MATIC SUV,2024,264.67379999999997,9.5,Sport utility vehicle: Standard
Mercedes-Benz,EQE 500 4MATIC Sedan,2024,277.09979999999996,9.5,Mid-size
Mercedes-Benz,EQE 500 4MATIC SUV,2024,287.0406,9.5,Sport utility vehicle: Standard
Mercedes-Benz,EQS 450 4MATIC Sedan,2024,344.82149999999996,12.75,Full-size
Mercedes-Benz,EQS 450 4MATIC SUV,2024,329.9103,14.0,Sport utility vehicle: Standard
Mercedes-Benz,EQS 580 4MATIC Sedan,2024,344.82149999999996,12.75,Full-size
Mercedes-Benz,EQS 580 4MATIC SUV,2024,329.9103,14.0,Sport utility vehicle: Standard
Mercedes-Benz,Maybach EQS 680 4MATIC SUV,2024,321.21209999999996,14.0,Sport utility vehicle: Standard
MINI,Cooper SE 3 Door,2024,113.69789999999999,4.0,Subcompact
Nissan,ARIYA Engage,2024,216.21239999999997,10.0,Station wagon: Small
Nissan,ARIYA Evolve+,2024,288.9045,14.0,Station wagon: Small
Nissan,ARIYA Evolve e-4ORCE,2024,205.029,10.0,Station wagon: Small
Nissan,ARIYA Evolve+ e-4ORCE,2024,272.1294,13.0,Station wagon: Small
Nissan,ARIYA Platinum+ e-4ORCE,2024,265.9164,14.0,Station wagon: Small
Nissan,LEAF SV,2024,149.112,8.0,Mid-size
Nissan,LEAF SV PLUS,2024,211.86329999999998,11.0,Mid-size
Polestar,"2 Single Motor (19"" Wheels)",2024,319.9695,8.0,Mid-size
Polestar,"2 Single Motor (20"" Wheels)",2024,306.9222,8.0,Mid-size
Polestar,"2 Dual Motor (19"" Wheels)",2024,275.8572,8.0,Mid-size
Polestar,"2 Dual Motor (20"" Wheels)",2024,265.9164,8.0,Mid-size
Polestar,2 Dual Motor Performance Pack,2024,246.65609999999998,8.0,Mid-size
Porsche,Macan 4 Electric,2024,308.16479999999996,11.5,Sport utility vehicle: Small
Porsche,Macan Turbo Electric,2024,287.6619,11.5,Sport utility vehicle: Small
Porsche,Taycan 4S (Performance Battery),2024,206.27159999999998,9.5,Compact
Porsche,Taycan 4S (Performance Battery Plus),2024,234.85139999999998,10.5,Compact
Porsche,Taycan 4S Cross Turismo,2024,229.881,10.5,Mid-size
Porsche,Taycan GTS,2024,246.0348,10.5,Compact
Porsche,Taycan GTS Sport Turismo,2024,200.05859999999998,10.5,Compact
Porsche,Taycan Turbo,2024,237.9579,10.5,Compact
Porsche,Taycan Turbo Cross Turismo,2024,232.98749999999998,10.5,Mid-size
Porsche,Taycan Turbo S,2024,221.80409999999998,10.5,Mid-size
Porsche,Taycan Turbo S Cross Turismo,2024,221.80409999999998,10.5,Mid-size
Rivian,"R1S All-Terrain Dual Large (20"" Wheels)",2024,306.9222,13.0,Sport utility vehicle: Standard
Rivian,"R1S AT Performance Dual Large (20"" Wheels)",2024,306.9222,13.0,Sport utility vehicle: Standard
Rivian,"R1S Dual Large (21"" Wheels)",2024,351.6558,13.0,Sport utility vehicle: Standard
Rivian,"R1S Performance Dual Large (21"" Wheels)",2024,351.6558,13.0,Sport utility vehicle: Standard
Rivian,"R1S Dual Large (22"" Wheels)",2024,341.09369999999996,13.0,Sport utility vehicle: Standard
Rivian,"R1S Performance Dual Large (22"" Wheels)",2024,341.09369999999996,13.0,Sport utility vehicle: Standard
Rivian,"R1S All-Terrain Dual Max (20"" Wheels)",2024,354.7623,14.5,Sport utility vehicle: Standard
Rivian,"R1S All-Terrain Performance Dual Max (20"" Wheels)",2024,354.7623,14.5,Sport utility vehicle: Standard
Rivian,"R1S Dual Max (21"" Wheels)",2024,400.11719999999997,14.5,Sport utility vehicle: Standard
Rivian,"R1S Performance Dual Max (21"" Wheels)",2024,400.11719999999997,14.5,Sport utility vehicle: Standard
Rivian,"R1S Dual Max (22"" Wheels)",2024,380.2356,14.5,Sport utility vehicle: Standard
Rivian,"R1S Performance Dual Max (22"" Wheels)",2024,380.2356,14.5,Sport utility vehicle: Standard
Rivian,"R1S Quad Large (20"" Wheels)",2024,288.9045,13.0,Sport utility vehicle: Standard
Rivian,"R1S All-Terrain Quad Large (20"" Wheels)",2024,273.9933,13.0,Sport utility vehicle: Standard
Rivian,"R1S Quad Large (21"" Wheels)",2024,321.21209999999996,13.0,Sport utility vehicle: Standard
Rivian,"R1S Quad Large (22"" Wheels)",2024,303.1944,13.0,Sport utility vehicle: Standard
Rivian,"R1T All-Terrain Dual Large (20"" Wheels)",2024,306.9222,13.0,Pickup truck: Standard
Rivian,"R1T AT Performance Dual Large (20"" Wheels)",2024,306.9222,13.0,Pickup truck: Standard
Rivian,"R1T Dual Large (21"" Wheels)",2024,351.6558,13.0,Pickup truck: Standard
Rivian,"R1T Performance Dual Large (21"" Wheels)",2024,351.6558,13.0,Pickup truck: Standard
Rivian,"R1T Dual Large (22"" Wheels)",2024,341.09369999999996,13.0,Pickup truck: Standard
Rivian,"R1T Performance Dual Large (22"" Wheels)",2024,341.09369999999996,13.0,Pickup truck: Standard
Rivian,"R1T All-Terrain Dual Max (20"" Wheels)",2024,354.7623,14.5,Pickup truck: Standard
Rivian,"R1T All-Terrain Performance Dual Max (20"" Wheels)",2024,354.7623,14.5,Pickup truck: Standard
Rivian,"R1T Dual Max (21"" Wheels)",2024,410.67929999999996,14.5,Pickup truck: Standard
Rivian,"R1T Performance Dual Max (21"" Wheels)",2024,410.67929999999996,14.5,Pickup truck: Standard
Rivian,"R1T Dual Max (22"" Wheels)",2024,380.2356,14.5,Pickup truck: Standard
Rivian,"R1T Performance Dual Max (22"" Wheels)",2024,380.2356,14.5,Pickup truck: Standard
Rivian,"R1T Quad Large (20"" Wheels)",2024,288.9045,13.0,Pickup truck: Standard
Rivian,"R1T All-Terrain Quad Large (20"" Wheels)",2024,273.9933,13.0,Pickup truck: Standard
Rivian,"R1T Quad Large (21"" Wheels)",2024,328.0464,13.0,Pickup truck: Standard
Rivian,"R1T Quad Large (22"" Wheels)",2024,303.1944,13.0,Pickup truck: Standard
Rolls-Royce,"Spectre (22"" Wheels)",2024,290.7684,11.0,Compact
Rolls-Royce,"Spectre (23"" Wheels)",2024,265.9164,11.0,Compact
Rolls-Royce,"Black Badge Spectre (22"" Wheels)",2024,280.2063,11.0,Compact
Rolls-Royce,"Black Badge Spectre (23"" Wheels)",2024,264.0525,11.0,Compact
Tesla,Model 3 RWD,2024,272.1294,8.5,Mid-size
Tesla,Model 3 RWD (Import),2024,272.1294,8.5,Mid-size
Tesla,Model 3 Long Range AWD,2024,341.09369999999996,10.0,Mid-size
Tesla,Model 3 Long Range AWD (Import),2024,341.09369999999996,10.0,Mid-size
Tesla,Model 3 Performance,2024,296.9814,10.0,Mid-size
Tesla,Model S,2024,401.98109999999997,15.0,Full-size
Tesla,"Model S Plaid (19"" Wheels)",2024,359.1114,15.0,Full-size
Tesla,"Model S Plaid (21"" Wheels)",2024,319.9695,15.0,Full-size
Tesla,Model X,2024,334.8807,14.0,Sport utility vehicle: Standard
Tesla,"Model X Plaid (20"" Wheels)",2024,326.1825,14.0,Sport utility vehicle: Standard
Tesla,"Model X Plaid (22"" Wheels)",2024,300.0879,14.0,Sport utility vehicle: Standard
Tesla,Model Y RWD,2024,244.79219999999998,8.0,Sport utility vehicle: Small
Tesla,Model Y RWD (Import),2024,239.8218,8.0,Sport utility vehicle: Small
Tesla,Model Y Long Range AWD,2024,308.7861,10.0,Sport utility vehicle: Small
Tesla,Model Y Long Range AWD (Import),2024,308.16479999999996,10.0,Sport utility vehicle: Small
Tesla,Model Y Performance,2024,285.1767,10.0,Sport utility vehicle: Small
Tesla,Model Y Performance (Import),2024,278.96369999999996,10.0,Sport utility vehicle: Small
Toyota,bZ4X,2024,252.24779999999998,11.0,Sport utility vehicle: Small
